E.I.N.,DATE,TYPE,Casino,Administrator,Excused,Severity,Doc VS Infraction
Employee 639,1/17/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 639,2/6/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 639,2/25/2020,Notice Failure,Location 6,Supervisor 110,Y,Standard,Infraction
Employee 641,11/19/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 641,12/3/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 641,1/5/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 641,1/25/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 641,2/9/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 641,3/14/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 642,10/25/2019,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 642,2/1/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 642,2/7/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 642,2/20/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 642,2/21/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 642,2/28/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 642,2/29/2020,Notice Failure,Location 6,Supervisor 110,,Standard,Infraction
Employee 642,3/1/2020,NCNS,Location 6,Supervisor 110,,Major,Infraction
Employee 642,3/2/2020,NCNS,Location 6,Supervisor 110,,Major,Infraction
Employee 642,3/5/2020,NCNS,Location 6,Supervisor 110,,Major,Infraction
Employee 642,3/6/2020,NCNS,Location 6,Supervisor 110,,Major,Infraction
Employee 642,3/7/2020,NCNS,Location 6,Supervisor 110,,Major,Infraction
Employee 642,3/8/2020,NCNS,Location 6,Supervisor 110,,Major,Infraction
Employee 642,3/9/2020,NCNS,Location 6,Supervisor 110,,Major,Infraction
Employee 642,3/12/2020,NCNS,Location 6,Supervisor 110,,Major,Infraction
Employee 642,3/13/2020,NCNS,Location 6,Supervisor 110,,Major,Infraction
Employee 642,3/14/2020,NCNS,Location 6,Supervisor 110,,Major,Infraction
Employee 643,10/25/2019,Late Return from Lunch,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 643,11/5/2019,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 643,1/10/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 643,1/22/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 643,1/31/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 643,2/5/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 643,2/21/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 654,11/30/2019,Notice Failure,Location 6,Supervisor 110,,Standard,Infraction
Employee 654,1/20/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 654,2/22/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 654,2/25/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 654,3/8/2020,Late Return from Lunch,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 654,3/14/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 662,11/28/2019,Holiday Absence,Location 6,Supervisor 110,Y,Major,Infraction
Employee 662,12/21/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 662,12/23/2019,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 662,12/24/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 662,12/29/2019,Notice Failure,Location 6,Supervisor 110,,Standard,Infraction
Employee 662,1/3/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 662,1/21/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 662,1/23/2020,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 662,2/25/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 662,3/6/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 662,3/7/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 662,3/14/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 664,10/26/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 664,11/28/2019,Holiday Absence,Location 6,Supervisor 110,Y,Major,Infraction
Employee 664,2/22/2020,Notice Failure,Location 6,Supervisor 110,,Standard,Infraction
Employee 664,3/9/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 664,3/14/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 665,12/19/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 665,1/8/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 665,1/9/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 665,1/11/2020,Early Out,Location 6,Supervisor 110,,Minor,Infraction
Employee 665,1/28/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 665,2/21/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 666,3/14/2020,Absence,Location 7,Supervisor 110,Y,Minor,Infraction
Employee 667,11/29/2019,Tardy,Location 8,Supervisor 110,,Minor,Infraction
Employee 667,12/19/2019,Tardy,Location 8,Supervisor 110,,Minor,Infraction
Employee 667,1/28/2020,Tardy,Location 8,Supervisor 110,,Minor,Infraction
Employee 667,2/5/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 667,3/5/2020,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 667,3/14/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 671,11/9/2019,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 671,11/26/2019,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 671,11/27/2019,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 671,11/28/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 671,2/15/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 671,3/14/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 672,11/27/2019,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 672,11/28/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 672,12/3/2019,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 672,2/9/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 672,2/20/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 672,2/23/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 672,3/11/2020,Notice Failure,Location 8,Supervisor 110,Y,Standard,Infraction
Employee 672,3/12/2020,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 672,3/13/2020,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 673,11/27/2019,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 673,11/28/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 673,12/3/2019,Tardy,Location 8,Supervisor 110,,Minor,Infraction
Employee 673,12/3/2019,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 673,12/11/2019,Tardy,Location 8,Supervisor 110,,Minor,Infraction
Employee 673,2/8/2020,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 673,2/24/2020,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 673,3/14/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 688,11/28/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 688,12/21/2019,Tardy,Location 8,Supervisor 110,,Minor,Infraction
Employee 688,12/30/2019,Notice Failure,Location 8,Supervisor 110,,Standard,Infraction
Employee 688,1/1/2020,Early Out,Location 8,Supervisor 110,,Minor,Infraction
Employee 688,1/3/2020,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 688,1/4/2020,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 689,11/28/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 689,1/17/2020,Tardy,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 689,2/9/2020,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 689,3/13/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 699,11/28/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 699,12/3/2019,Tardy,Location 8,Supervisor 110,,Minor,Infraction
Employee 699,12/29/2019,Early Out,Location 8,Supervisor 110,,Minor,Infraction
Employee 699,1/10/2020,Early Out,Location 8,Supervisor 110,,Minor,Infraction
Employee 699,1/20/2020,Tardy,Location 8,Supervisor 110,,Minor,Infraction
Employee 699,2/29/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 699,3/14/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 703,11/28/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 703,11/28/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 703,3/11/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 703,3/14/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 704,11/28/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 704,12/24/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 704,1/25/2020,Tardy,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 704,3/14/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 705,11/28/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 705,12/10/2019,Tardy,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 705,12/24/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 705,12/25/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 705,1/2/2020,Tardy,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 705,1/3/2020,Tardy,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 705,1/6/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 705,1/7/2020,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 705,1/14/2020,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 705,1/17/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 705,1/20/2020,Tardy,Location 8,Supervisor 110,,Minor,Infraction
Employee 705,2/18/2020,Tardy,Location 8,Supervisor 110,,Minor,Infraction
Employee 705,2/24/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 705,2/27/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 705,2/28/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 705,2/29/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 705,3/2/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 705,3/7/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 705,3/14/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 706,11/28/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 706,12/24/2019,Tardy,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 706,12/25/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 706,12/26/2019,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 706,12/31/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 706,1/12/2020,Late Return from Lunch,Location 8,Supervisor 110,,Minor,Infraction
Employee 706,1/25/2020,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 706,3/14/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 708,11/28/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 708,12/24/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 708,12/25/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 708,12/26/2019,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 708,12/31/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 708,1/1/2020,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 708,1/14/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 708,1/31/2020,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 708,2/21/2020,Tardy,Location 8,Supervisor 110,,Minor,Infraction
Employee 708,2/22/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 709,11/28/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 709,12/24/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 709,12/25/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 709,12/31/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 709,1/1/2020,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 709,1/9/2020,Notice Failure,Location 8,Supervisor 110,,Standard,Infraction
Employee 709,1/20/2020,Late Return from Lunch,Location 8,Supervisor 110,,Minor,Infraction
Employee 712,12/7/2019,Tardy,Location 8,Supervisor 110,,Minor,Infraction
Employee 712,12/24/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 712,12/25/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 712,12/31/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 712,1/1/2020,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 712,2/13/2020,Late Return from Lunch,Location 8,Supervisor 110,,Minor,Infraction
Employee 713,12/7/2019,Tardy,Location 8,Supervisor 110,,Minor,Infraction
Employee 713,12/12/2019,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 713,12/14/2019,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 713,12/20/2019,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 713,12/24/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 713,12/25/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 713,12/31/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 713,1/1/2020,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 713,1/23/2020,Tardy,Location 8,Supervisor 110,,Minor,Infraction
Employee 713,2/3/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 713,2/6/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 713,2/7/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 713,2/8/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 713,2/24/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 713,3/12/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 713,3/14/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 717,12/24/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 717,12/25/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 717,12/31/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 717,1/1/2020,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 717,1/25/2020,Tardy,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 717,2/29/2020,Tardy,Location 8,Supervisor 110,,Minor,Infraction
Employee 717,3/11/2020,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 717,3/14/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 718,12/19/2019,Notice Failure,Location 8,Supervisor 110,,Standard,Infraction
Employee 718,12/24/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 718,12/25/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 718,12/31/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 718,1/1/2020,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 718,1/4/2020,Notice Failure,Location 8,Supervisor 110,,Standard,Infraction
Employee 718,2/16/2020,Tardy,Location 8,Supervisor 110,,Minor,Infraction
Employee 718,3/14/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 725,12/24/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 725,12/25/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 725,12/31/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 725,1/1/2020,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 725,1/4/2020,Late Return from Break,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 725,1/17/2020,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 726,12/24/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 726,12/25/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 726,12/31/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 726,1/1/2020,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 726,1/2/2020,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 726,1/25/2020,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 726,2/14/2020,Tardy,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 726,3/14/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 727,12/24/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 727,12/25/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 727,12/31/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 727,1/1/2020,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 727,1/18/2020,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 727,1/30/2020,Tardy,Location 8,Supervisor 110,,Minor,Infraction
Employee 727,2/11/2020,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 727,2/12/2020,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 727,2/27/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 727,3/3/2020,Notice Failure,Location 8,Supervisor 110,,Standard,Infraction
Employee 727,3/4/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 727,3/5/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 728,12/24/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 728,12/25/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 728,12/31/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 728,1/1/2020,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 728,1/4/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 728,2/27/2020,Absence,Location 8,Supervisor 110,,Minor,Infraction
Employee 728,2/28/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 728,3/1/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 728,3/8/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 728,3/12/2020,Absence,Location 8,Supervisor 110,Y,Minor,Infraction
Employee 729,12/24/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 729,12/25/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 729,12/31/2019,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 729,1/1/2020,Holiday Absence,Location 8,Supervisor 110,Y,Major,Infraction
Employee 729,2/10/2020,Tardy,Location 8,Supervisor 110,,Minor,Infraction
Employee 729,3/14/2020,Early Out,Location 8,Supervisor 110,Y,Minor,Infraction
